Inspection Task ID,Inspection Task,Product ID,Targeted/related Product,Production Task ID,Corresponding Production Task,Frequency ID,Frequency,Tool ID,Tool,Person ID,Person,Production Phase,Phase ID
172,material certificate for pipework and fittings,98,copper pipes,78,pipework and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
170,dimension check for pipework and fittings,99,epoxy coated cast iron pipes,78,pipework and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
171,quantity check for pipework and fittings,99,epoxy coated cast iron pipes,78,pipework and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
172,material certificate for pipework and fittings,99,epoxy coated cast iron pipes,78,pipework and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
170,dimension check for pipework and fittings,100,epoxy pipes,78,pipework and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
171,quantity check for pipework and fittings,100,epoxy pipes,78,pipework and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
172,material certificate for pipework and fittings,100,epoxy pipes,78,pipework and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
170,dimension check for pipework and fittings,101,upvc pipes,78,pipework and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
171,quantity check for pipework and fittings,101,upvc pipes,78,pipework and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
172,material certificate for pipework and fittings,101,upvc pipes,78,pipework and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
170,dimension check for pipework and fittings,102,galvanized steel pipes,78,pipework and fittings,5,each batch,3,tape measure,0,,electrical & mechanical,5
171,quantity check for pipework and fittings,102,galvanized steel pipes,78,pipework and fittings,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
172,material certificate for pipework and fittings,102,galvanized steel pipes,78,pipework and fittings,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,105,ventilation fan,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,105,ventilation fan,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,105,ventilation fan,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,106,carbon filter,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,106,carbon filter,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,106,carbon filter,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,107,window type ac,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,107,window type ac,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,107,window type ac,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,108,air filters,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,108,air filters,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,108,air filters,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,109,activated carbon filter,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,109,activated carbon filter,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,109,activated carbon filter,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,110,rubber vibration isolators,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,110,rubber vibration isolators,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,110,rubber vibration isolators,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,111,spring vibration isolators,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,111,spring vibration isolators,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,111,spring vibration isolators,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
173,dimension check for window type ac installation,112,air grilles/diffuser,79,window type ac installation,5,each batch,3,tape measure,0,,electrical & mechanical,5
174,quantity check for window type ac installation,112,air grilles/diffuser,79,window type ac installation,5,each batch,8,inventory checklist,0,,electrical & mechanical,5
175,material certificate for window type ac installation,112,air grilles/diffuser,79,window type ac installation,5,each batch,2,mill certificate,0,,electrical & mechanical,5
176,visual inspection for installation of lighting,113,lighting fittings,80,installation of lighting / mep final fix,2,routine,4,N/A,0,,electrical & mechanical,5
176,visual inspection for installation of lighting,114,lightings,80,installation of lighting / mep final fix,2,routine,4,N/A,0,,electrical & mechanical,5
176,visual inspection for installation of lighting,115,battery lighting fittings,80,installation of lighting / mep final fix,2,routine,4,N/A,0,,electrical & mechanical,5
177,visual inspection for mep final fix,84,mep system,80,installation of lighting / mep final fix,2,routine,4,N/A,0,,electrical & mechanical,5
178,visual inspection for cladding panel installation/ top coat wall paint,3,promatect hboard,81,cladding panel installation/ top coat wall paint,2,routine,4,N/A,0,,testing and commissioning,6
178,visual inspection for cladding panel installation/ top coat wall paint,4,knauf frp board,81,cladding panel installation/ top coat wall paint,2,routine,4,N/A,0,,testing and commissioning,6
178,visual inspection for cladding panel installation/ top coat wall paint,5,gemtree frp board,81,cladding panel installation/ top coat wall paint,2,routine,4,N/A,0,,testing and commissioning,6
178,visual inspection for cladding panel installation/ top coat wall paint,6,gypsum board,81,cladding panel installation/ top coat wall paint,2,routine,4,N/A,0,,testing and commissioning,6
178,visual inspection for cladding panel installation/ top coat wall paint,7,cement board,81,cladding panel installation/ top coat wall paint,2,routine,4,N/A,0,,testing and commissioning,6
178,visual inspection for cladding panel installation/ top coat wall paint,82,emulsion paint,81,cladding panel installation/ top coat wall paint,2,routine,4,N/A,0,,testing and commissioning,6
179,"sample for seal, seal accessories",52,structual sealant,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
180,"brand name check for seal, seal accessories",52,structual sealant,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,16,bill of materials,0,,testing and commissioning,6
181,"visual inspection for seal, seal accessories",52,structual sealant,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
182,"colour check for seal, seal accessories",52,structual sealant,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
183,"structual sealant 25%  for seal, seal accessories",52,structual sealant,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,12,tensile testing machine,0,,testing and commissioning,6
184,"movement capability check for seal, seal accessories",52,structual sealant,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,25,technical specification,0,,testing and commissioning,6
179,"sample for seal, seal accessories",53,weather sealants,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
180,"brand name check for seal, seal accessories",53,weather sealants,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,16,bill of materials,0,,testing and commissioning,6
181,"visual inspection for seal, seal accessories",53,weather sealants,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
182,"colour check for seal, seal accessories",53,weather sealants,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
184,"movement capability check for seal, seal accessories",53,weather sealants,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,12,tensile testing machine,0,,testing and commissioning,6
185,"weather sealant 50% check for seal, seal accessories",53,weather sealants,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,25,technical specification,0,,testing and commissioning,6
179,"sample for seal, seal accessories",116,backer rods,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
180,"brand name check for seal, seal accessories",116,backer rods,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,16,bill of materials,0,,testing and commissioning,6
181,"visual inspection for seal, seal accessories",116,backer rods,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
182,"colour check for seal, seal accessories",116,backer rods,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
184,"movement capability check for seal, seal accessories",116,backer rods,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,12,tensile testing machine,0,,testing and commissioning,6
179,"sample for seal, seal accessories",117,tapes,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,25,technical specification,0,,testing and commissioning,6
180,"brand name check for seal, seal accessories",117,tapes,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
181,"visual inspection for seal, seal accessories",117,tapes,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,16,bill of materials,0,,testing and commissioning,6
182,"colour check for seal, seal accessories",117,tapes,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
182,"colour check for seal, seal accessories",50,gasket,82,"seal, seal accessories (structual sealant, weather sealants, backer rods, tapes, etc)",5,each batch,4,N/A,0,,testing and commissioning,6
186,sample for gasket,50,gasket,83,gasket,5,each batch,4,N/A,0,,testing and commissioning,6
187,brand name check for gasket,50,gasket,83,gasket,5,each batch,16,bill of materials,0,,testing and commissioning,6
188,gasket profiles not less than 0.7n/mm,50,gasket,83,gasket,5,each batch,12,tensile testing machine,0,,testing and commissioning,6
189,"minimum 3mm thickness, with maximun 5% thickness tolerance for setting blocks",47,setting blocks,84,setting blocks,5,each batch,1,digital vernier scale,0,,testing and commissioning,6
190,aluminium for external cladding not less than 3mm thickness,118,aluminium for external cladding,85,aluminium,5,each batch,1,digital vernier scale,0,,testing and commissioning,6
191,sample for fixing and anchorages,119,fixing and anchorages,86,fixing and anchorages,5,each batch,4,N/A,0,,testing and commissioning,6
192,brand name check for fixing and anchorages,119,fixing and anchorages,86,fixing and anchorages,5,each batch,16,bill of materials,0,,testing and commissioning,6
193,visual check type and size for fixing and anchorages,119,fixing and anchorages,86,fixing and anchorages,5,each batch,4,N/A,0,,testing and commissioning,6
194,minimum 3mm thickness check for backpan,120,backpan,87,backpan,5,each batch,1,digital vernier scale,0,,testing and commissioning,6
195,sample for insulation,121,rockwool acoustic insulation,88,insulation,5,each batch,4,N/A,0,,testing and commissioning,6
196,brand name check for insulation,121,rockwool acoustic insulation,88,insulation,5,each batch,16,bill of materials,0,,testing and commissioning,6
197,visual inspection for insulation,121,rockwool acoustic insulation,88,insulation,5,each batch,4,N/A,0,,testing and commissioning,6
195,sample for insulation,122,acoustic insulation,88,insulation,5,each batch,4,N/A,0,,testing and commissioning,6
196,brand name check for insulation,122,acoustic insulation,88,insulation,5,each batch,16,bill of materials,0,,testing and commissioning,6
197,visual inspection for insulation,122,acoustic insulation,88,insulation,5,each batch,4,N/A,0,,testing and commissioning,6
195,sample for insulation,61,mineral wool insulation,88,insulation,5,each batch,4,N/A,0,,testing and commissioning,6
196,brand name check for insulation,61,mineral wool insulation,88,insulation,5,each batch,16,bill of materials,0,,testing and commissioning,6
197,visual inspection for insulation,61,mineral wool insulation,88,insulation,5,each batch,4,N/A,0,,testing and commissioning,6
198,minimium 0.6mm thicknes check for flashings,123,flashings,89,flashings,5,each batch,1,digital vernier scale,0,,testing and commissioning,6
199,"installed as approved working drawing and comply with performance requirements, codes, standards/requirement of the relevant",124,fa?ade system,90,installation of fa?ade system,10,20%,4,N/A,0,,testing and commissioning,6
200,operation assurance for hardware installation,125,hardware,91,hardware installation,10,20%,4,N/A,0,,testing and commissioning,6
201,"plumb, level and aligned with required torlerance check for sub-framing",126,sub frame,92,sub-framing,10,20%,17,level,0,,testing and commissioning,6
202,brand name check for vinyl floor installation,127,pvc sheet vinyl/vinyl floor,93,pvc sheet vinyl,5,each batch,4,N/A,0,,testing and commissioning,6
203,approval sample for vinyl floor installation,127,pvc sheet vinyl/vinyl floor,93,pvc sheet vinyl,5,each batch,4,N/A,0,,testing and commissioning,6
204,visual surface check for vinyl floor installation,127,pvc sheet vinyl/vinyl floor,93,pvc sheet vinyl,5,each batch,4,N/A,0,,testing and commissioning,6
205,dimension and thickness check for vinyl floor installation,127,pvc sheet vinyl/vinyl floor,93,pvc sheet vinyl,5,each batch,3,tape measure,0,,testing and commissioning,6
206,check setting out compliance for vinyl floor installation,127,pvc sheet vinyl/vinyl floor,94,setting out befor prior work commencement,10,20%,3,tape measure,0,,testing and commissioning,6
207,visual inspection for vinyl floor installation,127,pvc sheet vinyl/vinyl floor,95,installation of vinyl floor,10,20%,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,128,sink cabinet,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,129,toilet cabinet,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,130,tv cabinet,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,131,wall cabinet,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,132,cabinets,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,133,toilet-sink cabinet,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
208,visual inspection for cabinets/ wardrobe installation,134,wardrobe,96,cabinets/ wardrobe installation,2,routine,4,N/A,0,,testing and commissioning,6
209,brand name check for laminate,135,plastic laminate,97,plastic laminate,5,each batch,16,bill of materials,0,,testing and commissioning,6
210,approval sample for laminate,135,plastic laminate,97,plastic laminate,5,each batch,4,N/A,0,,testing and commissioning,6
211,visual surface check for laminate,135,plastic laminate,97,plastic laminate,5,each batch,4,N/A,0,,testing and commissioning,6
212,dimension check for laminate,135,plastic laminate,97,plastic laminate,5,each batch,3,tape measure,0,,testing and commissioning,6
213,thickness check for laminate,135,plastic laminate,97,plastic laminate,5,each batch,22,caliper,0,,testing and commissioning,6
214,brand name check for wood,136,wood (veneer type and solid stock type),98,wood (veneer type and solid stock type),5,each batch,16,bill of materials,0,,testing and commissioning,6
215,approval sample for wood,136,wood (veneer type and solid stock type),98,wood (veneer type and solid stock type),5,each batch,4,N/A,0,,testing and commissioning,6
216,wood preservative check for wood,136,wood (veneer type and solid stock type),98,wood (veneer type and solid stock type),5,each batch,4,N/A,0,,testing and commissioning,6
217,dimension check for wood,136,wood (veneer type and solid stock type),98,wood (veneer type and solid stock type),5,each batch,3,tape measure,0,,testing and commissioning,6
218,thickness check for wood,136,wood (veneer type and solid stock type),98,wood (veneer type and solid stock type),5,each batch,22,caliper,0,,testing and commissioning,6
219,brand name check for shelf supports,137,shelf supports,99,shelf supports,5,each batch,16,bill of materials,0,,testing and commissioning,6
220,approval sample for shelf supports,137,shelf supports,99,shelf supports,5,each batch,4,N/A,0,,testing and commissioning,6
221,visual inspection for shelf supports,137,shelf supports,99,shelf supports,5,each batch,4,N/A,0,,testing and commissioning,6
222,check setting out(dimension and shop drawing detail) for furniture,138,furniture,100,setting out,10,20%,3,tape measure,0,,testing and commissioning,6
223,visual inspection for component construction and installation of furniture,138,furniture,101,"component construction and installation of furniture (i.e. hostel desk and wall hang shelf, hostel cabinet,hostel bed)",10,20%,4,N/A,0,,testing and commissioning,6
224,dimension and design requirement check for component construction and installation of furniture,138,furniture,101,"component construction and installation of furniture (i.e. hostel desk and wall hang shelf, hostel cabinet,hostel bed)",10,20%,3,tape measure,0,,testing and commissioning,6
225,protected by polyurethane sheeting or other suitable protection,138,furniture,102,protection of work,10,20%,4,N/A,0,,testing and commissioning,6
226,removal any soiled spots from face of finish surface of furniture,138,furniture,103,cleaning,10,20%,26,cleaning tool,0,,testing and commissioning,6
227,review sample for installation?of?locksets,139,locksets,104,installation?of?locksets,10,20%,4,N/A,0,,testing and commissioning,6
228,visual inspection for installation?of?locksets,139,locksets,104,installation?of?locksets,10,20%,4,N/A,0,,testing and commissioning,6
229,verify compliance for installation?of?locksets,139,locksets,104,installation?of?locksets,10,20%,4,N/A,0,,testing and commissioning,6
230,review sample for installation?of?floor door stop,140,floor door stop,105,installation?of?floor door stop,10,20%,4,N/A,0,,testing and commissioning,6
231,visual inspection for installation?of?floor door stop,140,floor door stop,105,installation?of?floor door stop,10,20%,4,N/A,0,,testing and commissioning,6
232,verify compliance for installation?of?floor door stop,140,floor door stop,105,installation?of?floor door stop,10,20%,4,N/A,0,,testing and commissioning,6
233,visual inspection for grouting behind the frame back,27,window frame,106,grouting behind the frame back,4,10%,4,N/A,0,,testing and commissioning,6
234,verify compliance for grouting behind the frame back,27,window frame,106,grouting behind the frame back,4,10%,4,N/A,0,,testing and commissioning,6
235,visual inspection for sealant and gasket application at window,38,aluminium window,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
235,visual inspection for sealant and gasket application at window,52,structual sealant,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
235,visual inspection for sealant and gasket application at window,53,weather sealants,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
235,visual inspection for sealant and gasket application at window,50,gasket,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
236,surface check for sealant and gasket application at window,38,aluminium window,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
236,surface check for sealant and gasket application at window,50,gasket,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
236,surface check for sealant and gasket application at window,52,structual sealant,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
236,surface check for sealant and gasket application at window,53,weather sealants,107,sealant and gasket application,4,10%,4,N/A,0,,testing and commissioning,6
237,water-tightness test for window installation,141,window,108,water-tightness tests,3,100%,19,water spray system,0,,testing and commissioning,6
238,visual inspection for general cleaning and floor protection,142,floor/vinyl floor,109,general cleaning and floor protection,2,routine,4,N/A,0,,testing and commissioning,6
239,visual inspection for packing and protection of furniture,138,furniture,110,packing and protection of furniture,2,routine,4,N/A,0,,testing and commissioning,6
240,"mep final check (air conditioning, fire suppression, electrical)",84,mep system,111,"mep final check (air conditioning, fire suppression, electrical)",2,routine,4,N/A,0,,testing and commissioning,6
241,3d dimension check during testing and commissioning,143,MiC module,112,3d dimension check,2,routine,3,tape measure,0,,testing and commissioning,6
242,paint touch-up,143,MiC module,113,paint touch-up,2,routine,27,paint,0,,testing and commissioning,6
243,final qc inspection,143,MiC module,114,final qc inspection,2,routine,4,N/A,0,,testing and commissioning,6
244,3d scanning with dimension check,143,MiC module,115,MiC geometry,3,100%,9,laser equipment,0,,testing and commissioning,6
245,final overall check for waterproofing,143,MiC module,116,waterproofing,3,100%,19,water spray system,0,,testing and commissioning,6
246,final overall check for steel and metal work,143,MiC module,117,steel and metal work,3,100%,28,welding inspection mirror,0,,testing and commissioning,6
247,final overall check for carpentry and joinery,143,MiC module,118,carpentry and joinery,3,100%,3,tape measure,0,,testing and commissioning,6
248,final overall check for roofing,143,MiC module,119,roofing,3,100%,13,hydrostatic testing equipment,0,,testing and commissioning,6
249,final overall check for finishes,143,MiC module,120,finishes,3,100%,4,N/A,0,,testing and commissioning,6
250,final overall check for sanitary fitting,143,MiC module,121,sanitary fitting,3,100%,4,N/A,0,,testing and commissioning,6
251,final overall check for aluminium windows,143,MiC module,122,aluminium windows,3,100%,29,sealant test tool,0,,testing and commissioning,6
252,final overall check for ironmongery,143,MiC module,123,ironmongery,3,100%,10,torque wrench,0,,testing and commissioning,6
253,final overall check for expansion joints,143,MiC module,124,expansion joints,3,100%,4,N/A,0,,testing and commissioning,6
254,final overall check for drywall partitions,143,MiC module,125,drywall partitions,3,100%,4,N/A,0,,testing and commissioning,6
255,final overall check for acoustic requirment,143,MiC module,126,acoustic requirment,3,100%,30,sound level meter,0,,testing and commissioning,6
256,final overall check for signage and graphes,143,MiC module,127,signage and graphes,3,100%,4,N/A,0,,testing and commissioning,6
257,final overall check for loose and fix furniture,138,furniture,128,loose and fix furniture,3,100%,4,N/A,0,,testing and commissioning,6
258,final overall check for fireproofing,143,MiC module,129,fireproofing,3,100%,31,flame test tool,0,,testing and commissioning,6
259,final overall check for fa?ade,143,MiC module,130,fa?ade,3,100%,32,facade inspection mirror,0,,testing and commissioning,6
260,final overall check for structure,143,MiC module,131,structure,3,100%,33,crack width gauge,0,,testing and commissioning,6
261,final overall check for building services,143,MiC module,132,building services,3,100%,21,multi-function tester,0,,testing and commissioning,6
262,visual inspection for labling of MiC module,143,MiC module,133,"labling of MiC module, packaging and protection mic module",2,routine,4,N/A,0,,testing and commissioning,6
263,visual inspection for MiC module packaging and protection,143,MiC module,133,"labling of MiC module, packaging and protection mic module",2,routine,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,134,external protection on mic unit,3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,135,"internal protection on interior element (i.e. finishes, window, door, fix furniture, building service, etc)",3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,136,package on loose furniture,3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,137,package on electric appliance,3,100%,4,N/A,0,,testing and commissioning,6
264,protection and package check,143,MiC module,138,package on material(to be post installation on site),3,100%,4,N/A,0,,testing and commissioning,6
